"user_id","username","name","first_name","last_name","location","bio","website","websites","followers_count","following_count","media_count","statuses_count","favourites_count","listed_count","fast_followers_count","normal_followers_count","followed_by","following","profile_banner_url","profile_url","avatar_url","can_dm","can_media_tag","verified","is_blue_verified","created_at"
"1354754317144580097","K1D_69_","K1D🔺","K1D🔺","","","20y/o web3 enjoyer","","",644,940,45,840,1328,3,0,644,true,true,,"https://www.x.com/K1D_69_","https://pbs.twimg.com/profile_images/1794975411132338176/HSU1fr1E_normal.jpg",true,true,false,true,"1/28/2021, 3:33:05 AM"
"1806731361929363456","ethpvp","brat 🔺","brat","🔺","","⚔️ Software Developer | Gem Finder | Never give up. $KET $BLUB $WINK ⚔️

DMs Open ✉️","","",388,1024,3,141,630,0,0,388,,true,"https://pbs.twimg.com/profile_banners/1806731361929363456/1741746973","https://www.x.com/ethpvp","https://pbs.twimg.com/profile_images/1899653101055033344/UlHO74zJ_normal.jpg",true,false,false,true,"6/28/2024, 9:49:20 AM"
"1511441911671840770","ElejaldeJr","Elejalde 🔺","Elejalde","🔺","","Host: @ElParchedelaUVD
AI Enthusiast - Apps - Crypto - Web 3. 
Colombia 💛💙💝 
@UltraVioletaDAO Community!! 
Avalanche Latam 🔺
🐊🐊","https://x.com/i/communities/1890993327102628093","https://x.com/i/communities/1890993327102628093",353,410,161,2593,8470,1,0,353,,true,"https://pbs.twimg.com/profile_banners/1511441911671840770/1739494700","https://www.x.com/ElejaldeJr","https://pbs.twimg.com/profile_images/1903644500049969152/ZUEKJSv8_normal.jpg",true,true,false,false,"4/5/2022, 1:33:40 PM"
"1870606483395579904","LiquidLaunchHL","LiquidLaunch","LiquidLaunch","","Hyperliquid","$LIQD | Hyperliquid's first native ERC20 token fair launch platform and multi-market DEX aggregator on the HyperEVM | https://t.co/xeqoGDHFnZ","https://linktr.ee/Liquidlaunch","https://linktr.ee/Liquidlaunch
https://liqd.ag",12093,75,140,868,4825,171,0,12093,,true,"https://pbs.twimg.com/profile_banners/1870606483395579904/1740339438","https://www.x.com/LiquidLaunchHL","https://pbs.twimg.com/profile_images/1877771333280444416/fxGPn3G4_normal.png",false,true,false,true,"12/21/2024, 3:05:26 PM"
"1527020295059648513","HyperliquidX","Hyperliquid","Hyperliquid","","","The blockchain to house all finance. Trade, build apps, and launch tokens on the same hyper-performant chain. X by Hyper Foundation","https://hyperfoundation.org/","https://hyperfoundation.org/",260635,6,332,1032,5186,1644,0,260635,,true,"https://pbs.twimg.com/profile_banners/1527020295059648513/1681508375","https://www.x.com/HyperliquidX","https://pbs.twimg.com/profile_images/1646991609416806408/vKLEZxhh_normal.png",true,true,false,true,"5/18/2022, 1:16:31 PM"
"1920620889969684480","noicedotso","noiceapp.eth","noiceapp.eth","","farcaster","send a token you believe in each time you like, comment or repost a post. live on farcaster, coming to X soon.","https://noice.so","https://noice.so",4126,37,30,342,707,15,0,4126,,true,"https://pbs.twimg.com/profile_banners/1920620889969684480/1747845748","https://www.x.com/noicedotso","https://pbs.twimg.com/profile_images/1925199397035577345/tCtKSYL3_normal.jpg",false,true,false,true,"5/8/2025, 4:24:55 PM"
"1264937395633430529","yogurtaesthetic","yogurtini 🔺","yogurtini","🔺","","$AVAX $S

digital artist and degen | NFA

https://t.co/GMsJQfVtO4","https://salvor.io/yogurtaesthetic","https://salvor.io/yogurtaesthetic",1271,1788,733,7143,12344,9,0,1271,,true,"https://pbs.twimg.com/profile_banners/1264937395633430529/1740348211","https://www.x.com/yogurtaesthetic","https://pbs.twimg.com/profile_images/1909275381544235008/5XrytvvH_normal.jpg",false,true,false,false,"5/25/2020, 8:12:38 AM"
"1392939210278060046","SerafinJon","BEEG S AVAX9000 🔺","BEEG","S AVAX9000 🔺","","Keeping things STEADY up in the $ARENA.  $BLUB professional and $PEPE og","","",962,2436,2876,27262,24863,14,0,962,,true,"https://pbs.twimg.com/profile_banners/1392939210278060046/1748279773","https://www.x.com/SerafinJon","https://pbs.twimg.com/profile_images/1927050551616778240/VY0eqmAx_normal.jpg",false,true,false,false,"5/13/2021, 1:27:00 PM"
"1878532188854984704","tom2329","T0M 🔺️","T0M","🔺️","","Red Dorito chain 

https://t.co/U9pEi4u070","https://arena.social/?ref=tom2329","https://arena.social/?ref=tom2329",105,443,30,747,2571,2,0,105,true,true,"https://pbs.twimg.com/profile_banners/1878532188854984704/1743753236","https://www.x.com/tom2329","https://pbs.twimg.com/profile_images/1920175955080839168/MSxYMUxg_normal.jpg",true,true,false,false,"1/12/2025, 11:59:35 AM"
"1357596712177717250","aka_r3c","r3c🔺","r3c🔺","","","@UltravioletaDAO","","",306,786,121,3464,9333,2,0,306,,true,"https://pbs.twimg.com/profile_banners/1357596712177717250/1741441140","https://www.x.com/aka_r3c","https://pbs.twimg.com/profile_images/1896037314142298112/csCGwhVq_normal.jpg",true,false,false,false,"2/4/2021, 11:47:44 PM"
"17828138","Shwaver","Shwaver ☀️🔺","Shwaver","☀️🔺","","Founder & CEO of AI + web3 businesses. Diamond handing $ket $wink $waifu $velai $chat $bensi & more. Banner is a Cuddle Fish by the legendary Josh Hughes.","","",2705,1772,1564,7492,15257,10,0,2705,,true,"https://pbs.twimg.com/profile_banners/17828138/1710715925","https://www.x.com/Shwaver","https://pbs.twimg.com/profile_images/1888040344991694848/eYnZ68z2_normal.jpg",true,false,false,false,"12/2/2008, 7:56:48 PM"
"1475579365245296644","lazer335","lazer33🔺","lazer33🔺","","","ambassador @DCGgamefi
member @MamboMakers","","",788,1290,595,8676,10043,3,0,788,,true,"https://pbs.twimg.com/profile_banners/1475579365245296644/1671513297","https://www.x.com/lazer335","https://pbs.twimg.com/profile_images/1909316072970280961/2qCWS7fo_normal.jpg",true,true,false,false,"12/27/2021, 1:30:07 PM"
"954005256030990336","Equesticles","Equesticlini🔺","Equesticlini🔺","","SDF-1","Typical Crypto Degen, Gaming, and Anime enthusiast. @ScarletWaifuDAO @PharaohExchange @CleopatraDEX @NileExchange @kingdomdotone @AbacusFi","","",308,447,741,4058,4415,1,0,308,,true,"https://pbs.twimg.com/profile_banners/954005256030990336/1739921694","https://www.x.com/Equesticles","https://pbs.twimg.com/profile_images/1922024872873500672/nT0w5LhY_normal.jpg",false,true,false,false,"1/18/2018, 6:59:12 AM"
"3626157257","ozgeparlak_art","Özge Parlak 🔺","Özge","Parlak 🔺","","Painting MA, Multidisciplinary Artist | High-functioning autistic | @Monsters_MyMind sponsored by @LucidThingsNFT","https://linktr.ee/OzgeParlak","https://linktr.ee/OzgeParlak",1614,1971,672,19396,33847,14,0,1614,true,true,"https://pbs.twimg.com/profile_banners/3626157257/1742520509","https://www.x.com/ozgeparlak_art","https://pbs.twimg.com/profile_images/1899213596288073728/zXUbtw9N_normal.jpg",true,true,false,true,"9/11/2015, 6:28:42 PM"
"1866786998242996224","Ol_DirtyKamtar","0xKamtar🔺(Summit-Arc)","0xKamtar🔺(Summit-Arc)","","LOK ON RED CHAIN!🔺","OL'Ditrty_Kam ! Exploring the @avax chain since 2024!Abax speaker, adventures & gaming  ! believe in @avax @0xVelvetai @WInk_realm !closely link to @AvaxHusky","https://linktr.ee/HuskyAvax","https://linktr.ee/HuskyAvax",664,2051,1258,5936,29758,2,0,664,,true,"https://pbs.twimg.com/profile_banners/1866786998242996224/1745699247","https://www.x.com/Ol_DirtyKamtar","https://pbs.twimg.com/profile_images/1923159796460498944/jToQ0vU3_normal.jpg",false,true,false,false,"12/11/2024, 2:08:38 AM"
"748559457307758593","koaservatt","Hursel Cay🔺","Hursel","Cay🔺","","@avatoliaturkiye 🔺| #Avalanche🔺 | Team1 Turkiye 🔺","","",1392,863,886,9517,15639,8,0,1392,,true,"https://pbs.twimg.com/profile_banners/748559457307758593/1738667966","https://www.x.com/koaservatt","https://pbs.twimg.com/profile_images/1918041675491897344/XUlkzp3l_normal.jpg",true,true,false,true,"6/30/2016, 9:50:57 AM"
"1477057148962033665","Memofrogwell","Frogwell 🐸","Frogwell","🐸","","⛩️ Low Level Artist -  1% art skill 99% frog // @O1O_NFT // 🔺@CultureonAVAX 
Avaissance Season 2 Artist","https://frogwell.myportfolio.com/","https://frogwell.myportfolio.com/",3773,3054,2510,18746,54476,23,0,3773,,true,"https://pbs.twimg.com/profile_banners/1477057148962033665/1741865063","https://www.x.com/Memofrogwell","https://pbs.twimg.com/profile_images/1897139477640044546/FN6R--vd_normal.jpg",true,false,false,true,"12/31/2021, 3:20:59 PM"
"1458716330576732163","furk_art","Furk 🔺","Furk","🔺","İstanbul, Türkiye","Cartoonist/artist @ferdyfrens, @sausagers_xyz , ""Metamorphosis"" a.k.a. ""Furks""","https://linktr.ee/furknft","https://linktr.ee/furknft",2322,949,295,4587,16999,6,0,2322,,true,"https://pbs.twimg.com/profile_banners/1458716330576732163/1738688089","https://www.x.com/furk_art","https://pbs.twimg.com/profile_images/1886820878144421888/8NdqDPYo_normal.jpg",true,true,false,true,"11/11/2021, 12:41:08 AM"
"954465945241649152","jonnyalgo","♚Hidalgo🔺","♚Hidalgo🔺","","","Started making videos on crypto with my observations 🇩🇴 Tweets are my own. #spaceshost

You're on THIN ICE buster!

DM for inquiries","","",2335,1833,2788,14514,65238,8,0,2335,,true,"https://pbs.twimg.com/profile_banners/954465945241649152/1663114330","https://www.x.com/jonnyalgo","https://pbs.twimg.com/profile_images/1892579966140788736/xgNiEF3I_normal.jpg",true,true,false,true,"1/19/2018, 1:29:49 PM"
"1172593099241066498","0xMillennial","Crypto Millennial🔺🎥","Crypto","Millennial🔺🎥","London","🇬🇧 #AVAX and crypto content creator I Check out my YT below","https://linktr.ee/cryptomillennial","https://linktr.ee/cryptomillennial",1950,984,1096,9619,21301,19,0,1950,,true,"https://pbs.twimg.com/profile_banners/1172593099241066498/1647020472","https://www.x.com/0xMillennial","https://pbs.twimg.com/profile_images/1894371476540698624/cI9J-161_normal.jpg",true,false,false,false,"9/13/2019, 12:29:25 PM"
"897394284","andre_shifu","Andre🔺(🧙‍♂️,🧙‍♂️) (Ø,G)","Andre🔺(🧙‍♂️,🧙‍♂️)","(Ø,G)","6°N – 11°S, 95°E – 141°E","🔺 Avalanche Enthusiast
Gnoma
(🧙‍♂️,🧙‍♂️)","","",1465,2659,310,19664,28069,4,0,1465,,true,"https://pbs.twimg.com/profile_banners/897394284/1684158757","https://www.x.com/andre_shifu","https://pbs.twimg.com/profile_images/1753842457987751936/KDV3K2ss_normal.jpg",false,true,false,false,"10/22/2012, 4:50:34 AM"
"130900648","avax_clarz","clarz 🔺","clarz","🔺","avax trenches","https://t.co/ffAO3sSJ1y","https://ferdyflip.xyz/referral/clarz","https://ferdyflip.xyz/referral/clarz",1579,172,6063,46303,138695,9,0,1579,,true,"https://pbs.twimg.com/profile_banners/130900648/1740518772","https://www.x.com/avax_clarz","https://pbs.twimg.com/profile_images/1894511842296229888/nU8mZpaY_normal.jpg",true,false,false,false,"4/8/2010, 10:33:05 AM"
"146175929","natehatescrypto","NATE 🔺🐣💀","NATE","🔺🐣💀","Pacific Ocean","(🐓,💀)","","",1878,1162,560,7476,38472,7,0,1878,,true,,"https://www.x.com/natehatescrypto","https://pbs.twimg.com/profile_images/1814749469948452865/IirsSHJe_normal.jpg",false,true,false,false,"5/20/2010, 12:48:04 PM"
"1521006784172986369","DonMegavax","DonMega🔺","DonMega🔺","","","Started from the bottom now it’s tier.","","",2703,1654,2739,17436,32510,10,0,2703,,true,"https://pbs.twimg.com/profile_banners/1521006784172986369/1737011647","https://www.x.com/DonMegavax","https://pbs.twimg.com/profile_images/1879786172941062144/n8zTA5Un_normal.jpg",false,true,false,true,"5/1/2022, 11:01:03 PM"
"965651","chooserich","Nick O’Neill","Nick","O’Neill","New York, NY","Co-Founder & CEO @BoDoggosENT. The most entertaining source of crypto news.","https://chooserich.live","https://chooserich.live",233746,4901,2221,33612,84462,2817,0,233746,,true,"https://pbs.twimg.com/profile_banners/965651/1711137849","https://www.x.com/chooserich","https://pbs.twimg.com/profile_images/1673530491750719488/zjB5OMTf_normal.jpg",true,false,false,true,"3/11/2007, 4:27:01 PM"
"4864112076","gerhardvonbier","gerhard 🔺","gerhard","🔺","Sector ZZ9 Plural Z Alpha","maker/enjoyooor of fine beers, house dj/producer, mechanic, electrician, @TeamBlazeguard strategist #defi #nfts #homebrew 🍻 #btc #avax #steady","","",3835,1987,4857,26594,81659,27,0,3835,true,true,"https://pbs.twimg.com/profile_banners/4864112076/1709153306","https://www.x.com/gerhardvonbier","https://pbs.twimg.com/profile_images/1903209939541299202/WqlhcNte_normal.jpg",true,true,false,true,"2/5/2016, 4:07:42 AM"
"1234610752314650625","happymybad","My Bad","My","Bad","","Co - Founder for:  @apex314_defi

🔺Support projects that support the chain.","https://apexdefi.xyz/","https://apexdefi.xyz/",1779,2261,270,16150,24056,4,0,1779,true,true,"https://pbs.twimg.com/profile_banners/1234610752314650625/1743427502","https://www.x.com/happymybad","https://pbs.twimg.com/profile_images/1891564314047250432/xEibUAd1_normal.jpg",true,true,false,true,"3/2/2020, 2:45:22 PM"
"1367395403977531395","hodl_avax","hodl.avax 🔺","hodl.avax","🔺","","Avalanche native. NFT artist & enthusiast. Upstanding citizen.
Living the dream with @AvaLabs.","","",5589,1939,1925,9965,22988,52,0,5589,true,true,"https://pbs.twimg.com/profile_banners/1367395403977531395/1714145965","https://www.x.com/hodl_avax","https://pbs.twimg.com/profile_images/1437833266908700674/YilgHOtC_normal.jpg",true,true,false,true,"3/4/2021, 12:44:28 AM"
"1499883939049127937","TopGunHatch","TopGun9000🔺️","TopGun9000🔺️","","AVAX - Avalanche Network","Kentucky Fried Degen 

The Kingdom 
🔺️Community Wrangler for @PharaohExchange 🔺️
🔺️Lover of @ScarletWaifuDAO 🔺️","","",1180,784,1708,13272,58282,10,0,1180,true,true,"https://pbs.twimg.com/profile_banners/1499883939049127937/1681164642","https://www.x.com/TopGunHatch","https://pbs.twimg.com/profile_images/1904541378996056064/vW5gQfqI_normal.jpg",true,true,false,true,"3/4/2022, 3:06:28 PM"
"1424636841303629826","JesusMartinezEZ","Jesus Martinez","Jesus","Martinez","Check out My Socials👉","Node King 🎥60K+ YouTube | Founder @legionwins | 🐺 @wolvesdao | @avax Ambassador","https://jesusmartinez.gg/","https://jesusmartinez.gg/",263533,1762,6490,33760,44515,406,0,263533,,true,"https://pbs.twimg.com/profile_banners/1424636841303629826/1745069850","https://www.x.com/JesusMartinezEZ","https://pbs.twimg.com/profile_images/1757607945691439104/FDQLaIZW_normal.jpg",true,true,false,true,"8/9/2021, 12:41:16 AM"
"1157268070437720064","Benderavax","Bender.avax 🔺","Bender.avax","🔺","","cold blooded love machine","","",1327,485,1386,7748,54375,8,0,1327,,true,"https://pbs.twimg.com/profile_banners/1157268070437720064/1704729163","https://www.x.com/Benderavax","https://pbs.twimg.com/profile_images/1727113607660310528/HGriUxZ6_normal.jpg",true,true,false,true,"8/2/2019, 5:33:03 AM"
"1359670346828312580","g1raffe_","giraffe","giraffe","","","real giraffe","","",3946,1158,1911,17375,100816,43,0,3946,,true,"https://pbs.twimg.com/profile_banners/1359670346828312580/1686094389","https://www.x.com/g1raffe_","https://pbs.twimg.com/profile_images/1899151261221482496/xlbXl6ou_normal.jpg",true,false,false,true,"2/10/2021, 5:08:18 PM"
"1479184804964974593","VanHoVibes","VanHo🔺","VanHo🔺","","🔺","Building community through creativity and gaming. ✨Building @buidlmode 🔺Partnered with @AVAX • @ascentrivals || Formerly VincentVanHoLM✨","http://linktr.ee/VanHoVibes","http://linktr.ee/VanHoVibes",12893,11675,8050,36065,47909,69,0,12893,true,true,"https://pbs.twimg.com/profile_banners/1479184804964974593/1745275762","https://www.x.com/VanHoVibes","https://pbs.twimg.com/profile_images/1914451580469837824/vV7ywuCJ_normal.jpg",true,true,false,true,"1/6/2022, 12:15:30 PM"
"1576241456892846081","cryptochimba","Chimb🔺doption","Chimb🔺doption","","","🔺Head of Ambassador Program @avalabs @AvaxTeam1 || Colombia 🇨🇴 || Opinions are my own","","",2041,1181,222,2754,5919,16,0,2041,,true,"https://pbs.twimg.com/profile_banners/1576241456892846081/1676130621","https://www.x.com/cryptochimba","https://pbs.twimg.com/profile_images/1875690403048968192/rW304JrP_normal.jpg",true,true,false,true,"10/1/2022, 9:03:52 AM"
"989268674534981633","zkPrometheus","Prometheus","Prometheus","","Weeb3","Crypto Class of 2014 | Chief Anime Officer @ScarletWaifuDAO | EVM maxi | If you have any questions please ask someone else","","",6295,2651,2186,16463,36600,67,0,6295,,true,"https://pbs.twimg.com/profile_banners/989268674534981633/1748372633","https://www.x.com/zkPrometheus","https://pbs.twimg.com/profile_images/1923396828151824384/Gafpb4mZ_normal.jpg",true,false,false,true,"4/25/2018, 3:23:26 PM"
"181803698","mrmocket","Mocket 🔺️💧🌸","Mocket","🔺️💧🌸","New Zealand","90s Cartoon Artist & NFT Creator 🎨 | Creative Head @Blork_sui 🌊
Crafting quirky misfits & digital worlds 💧 | Based in NZ 🌏
Dive into the Blork mystery!","http://linktr.ee/mrmocket","http://linktr.ee/mrmocket",2469,1451,1289,8238,15020,12,0,2469,,true,"https://pbs.twimg.com/profile_banners/181803698/1738723151","https://www.x.com/mrmocket","https://pbs.twimg.com/profile_images/1908453836156788736/FmqiPr7t_normal.jpg",true,true,false,true,"8/22/2010, 7:46:01 PM"
"1550961201953357825","LHBCrypto","9000🔺️hillbilly","9000🔺️hillbilly","","","Just a hillbilly degen only on 🔺️ 

co-founder of https://t.co/Rw9auMtYVV","http://pharaoh.exchange","http://pharaoh.exchange",2388,297,340,2224,6295,10,0,2388,,true,"https://pbs.twimg.com/profile_banners/1550961201953357825/1697064672","https://www.x.com/LHBCrypto","https://pbs.twimg.com/profile_images/1905029139595243521/pzcXbKFA_normal.jpg",true,true,false,true,"7/23/2022, 2:49:07 PM"
"1172165161614004225","ToNio87fr","ToNio9000🔺","ToNio9000🔺","","Paris, France","Entrepreneur | Consultant | Avalanche Team1 @AvaxTeam1","","",907,876,165,4002,8962,13,0,907,,true,"https://pbs.twimg.com/profile_banners/1172165161614004225/1693376000","https://www.x.com/ToNio87fr","https://pbs.twimg.com/profile_images/1895505143203827712/xDAFgPbs_normal.jpg",true,true,false,false,"9/12/2019, 8:09:06 AM"
"2825731322","_babymegs","Megan 🔺","Megan","🔺","","I'm better on paper  |  marketing @avax","","",258,232,38,1527,5928,1,0,258,,true,"https://pbs.twimg.com/profile_banners/2825731322/1705440685","https://www.x.com/_babymegs","https://pbs.twimg.com/profile_images/1886897719756861440/_-2Dz66-_normal.jpg",true,false,false,false,"9/21/2014, 11:25:04 PM"
"1373763135920869379","AvaxPredat0r","Pred 🔺 (breathing arc)","Pred","🔺 (breathing arc)","Montréal, Québec","Degen and gamer that sometimes makes crypto gaming content. @spellbornegame monster catcher.
$KET $BLUB SERROR $JUICY $WAIFU","","",3012,2929,1627,23468,49556,16,0,3012,,true,"https://pbs.twimg.com/profile_banners/1373763135920869379/1738191068","https://www.x.com/AvaxPredat0r","https://pbs.twimg.com/profile_images/1897016977496883200/Tzr588Zo_normal.jpg",false,true,false,true,"3/21/2021, 3:27:19 PM"
"241504476","philro1","🔺 philro1 🔺","🔺","philro1 🔺","","","https://opensea.io/collection/h2ofalls","https://opensea.io/collection/h2ofalls",1234,4238,175,1383,13698,4,0,1234,,true,"https://pbs.twimg.com/profile_banners/241504476/1677099994","https://www.x.com/philro1","https://pbs.twimg.com/profile_images/1895191809418027008/ue5RY_L0_normal.jpg",false,false,false,true,"1/22/2011, 4:20:11 AM"
"146777605","geesee1977","GeeSee🔺","GeeSee🔺","","British West Indies ","Often is a word I seldom use","","",160,1127,146,7038,1343,4,0,160,,true,,"https://www.x.com/geesee1977","https://pbs.twimg.com/profile_images/1778446156021825536/SaLp-XPa_normal.jpg",false,true,false,true,"5/22/2010, 2:12:33 AM"
"1241267173189996544","LeKorsaire","LeKorsaire9000🔺","LeKorsaire9000🔺","","","B̶r̶o̶k̶e̶ $AVAX MAXI 🔺 | degen memecoin $HUSKY | going to 0 | NFA since 2021 ⚜️","","",1189,1908,510,5998,22215,8,0,1189,,true,"https://pbs.twimg.com/profile_banners/1241267173189996544/1734382017","https://www.x.com/LeKorsaire","https://pbs.twimg.com/profile_images/1883054748716195840/CGpLHl-g_normal.jpg",true,true,false,true,"3/21/2020, 12:35:44 AM"
"1568291582947823617","fuzzymonkeyhead","Fuzzymonkeyhead","Fuzzymonkeyhead","","","I like gas station baklava and bananas. 
Sony Alpha 🔺 I came here to share art.  https://t.co/rEB1NsGImT
🔺","https://arena.social/fuzzymonkeyhead","https://arena.social/fuzzymonkeyhead
https://linktr.ee/fuzzymonkeyhead",151,981,56,314,17763,0,0,151,true,true,"https://pbs.twimg.com/profile_banners/1568291582947823617/1741506340","https://www.x.com/fuzzymonkeyhead","https://pbs.twimg.com/profile_images/1926109589579124736/CPGQoYdl_normal.jpg",true,true,false,true,"9/9/2022, 10:35:20 AM"
"146579691","RussellKlein","CryptoLaw.avax","CryptoLaw.avax","","Miami, FL","Crypto Lawyer (🔺). Corp/VC/M&A/Tech; DeFi Fund; Yellow Cat DAO; Citi Ventures; Columbia Law. Any opinions are solely my own and NoT LeGaL Or fInAnCiAl aDvIcE!","https://arena.social/?ref=RussellKlein","https://arena.social/?ref=RussellKlein",10606,761,2112,10700,15516,71,0,10606,,true,"https://pbs.twimg.com/profile_banners/146579691/1706536702","https://www.x.com/RussellKlein","https://pbs.twimg.com/profile_images/1918148871265439744/UcHE4PuX_normal.jpg",true,false,false,true,"5/21/2010, 1:15:48 PM"
"1765387181542051840","MiCrpyto","MiCrpyto🔺","MiCrpyto🔺","","","","","",14,72,1,27,54,0,0,14,true,true,"https://pbs.twimg.com/profile_banners/1765387181542051840/1744532165","https://www.x.com/MiCrpyto","https://pbs.twimg.com/profile_images/1920078454843674624/JWFVUCzC_normal.jpg",true,true,false,false,"3/6/2024, 6:41:44 AM"
